1382,2025/01/09,2400,0,0,0,0,0,0,0
1382,2025/01/08,2400,600,600,0,0,0,0,0
1382,2025/01/07,1800,-100,0,100,0,0,0,0
1382,2025/01/06,1900,0,0,0,0,0,0,0
1383,2025/01/15,900,-200,0,200,0,0,0,0
1383,2025/01/14,1100,0,0,0,0,0,0,0
1383,2025/01/10,1100,200,200,0,0,0,0,0
1383,2025/01/09,900,300,300,0,0,0,0,0
1383,2025/01/08,600,0,0,0,0,0,0,0
1383,2025/01/07,600,0,0,0,0,0,0,0
1383,2025/01/06,600,0,0,0,0,0,0,0
1384,2025/01/15,10200,-4100,200,4,0,0,0,0
1384,2025/01/14,14300,-1300,0,1,0,0,0,0
1384,2025/01/10,15600,-100,200,300,0,0,0,0
1384,2025/01/09,15700,200,200,0,0,0,0,0
1384,2025/01/08,15500,5400,5,400,0,0,0,0
1384,2025/01/07,10100,100,200,100,0,0,0,0
1384,2025/01/06,10000,0,100,100,0,0,0,0
1401,2025/01/15,3200,-100,0,100,0,0,0,0
1401,2025/01/14,3300,200,300,100,0,0,0,0
1401,2025/01/10,3100,-800,100,900,0,0,0,0
1401,2025/01/09,3900,0,0,0,0,0,0,0
1401,2025/01/08,3900,200,200,0,0,0,0,0
1401,2025/01/07,3700,0,0,0,0,0,0,0
1401,2025/01/06,3700,0,0,0,0,0,0,0
1418,2025/01/15,12400,-24100,1,100,8600,1000,1,000
1418,2025/01/14,36500,-2400,1,700,7600,2800,2,900
1418,2025/01/10,38900,900,1,300,4800,1300,2,100
1418,2025/01/09,38000,24000,24,000,3500,600,600,0
1418,2025/01/08,14000,-300,0,300,2900,1100,1,200
1418,2025/01/07,14300,-100,500,600,1800,900,900,0
1418,2025/01/06,14400,300,300,0,900,200,200,0
1420,2025/01/15,5000,0,100,100,0,0,0,0
1420,2025/01/14,5000,-100,0,100,0,0,0,0
1420,2025/01/10,5100,0,0,0,0,0,0,0
1420,2025/01/09,5100,700,700,0,0,0,0,0
1420,2025/01/08,4400,100,100,0,0,0,0,0
1420,2025/01/07,4300,-100,0,100,0,0,0,0
1420,2025/01/06,4400,100,100,0,0,0,0,0
1430,2025/01/15,6100,-2400,400,2,100,100,100,0
1430,2025/01/14,8500,1300,1,400,0,0,0,0
1430,2025/01/10,7200,-1600,300,1,0,-100,0,100
1430,2025/01/09,8800,-500,0,500,100,-100,0,100
1430,2025/01/08,9300,2700,2,700,200,0,0,0
1430,2025/01/07,6600,2300,2,300,200,100,100,0
1430,2025/01/06,4300,0,1,500,100,-1600,0,1
1431,2025/01/15,41600,2700,2,800,59600,-600,0,600
1431,2025/01/14,38900,1900,6,700,60200,100,100,0
1431,2025/01/10,37000,10000,10,400,60100,0,0,0
1431,2025/01/09,27000,500,4,000,60100,100,100,0
1431,2025/01/08,26500,2200,3,400,60000,300,300,0
1431,2025/01/07,24300,-2500,1,600,59700,100,200,100
1431,2025/01/06,26800,-500,1,100,59600,-29900,100,30
1433,2025/01/15,43700,-1200,800,2,55200,6100,8,300
1433,2025/01/14,44900,-3800,100,3,49100,400,1,600
1433,2025/01/10,48700,-500,800,1,48700,-500,2,100
1433,2025/01/09,49200,11800,12,500,49200,11800,12,900
1433,2025/01/08,37400,-8200,400,8,37400,-8200,400,8
1433,2025/01/07,45600,5100,6,900,45600,5100,5,500
1433,2025/01/06,40500,8000,8,400,40500,8000,8,500
1434,2025/01/15,57700,-1600,4,500,0,-200,0,200
1434,2025/01/14,59300,1700,2,000,200,-700,0,700
1434,2025/01/10,57600,1600,2,300,900,0,0,0
1434,2025/01/09,56000,1900,2,400,900,-100,0,100
1434,2025/01/08,54100,7800,10,600,1000,200,200,0
1434,2025/01/07,46300,4500,4,800,800,-400,0,400
1434,2025/01/06,41800,5700,5,800,1200,-300,100,400
1435,2025/01/15,101600,-2600,1,500,0,0,0,0
1435,2025/01/14,104200,4100,4,100,0,0,0,0
1435,2025/01/10,100100,0,0,0,0,0,0,0
1435,2025/01/09,100100,0,0,0,0,0,0,0
1435,2025/01/08,100100,1100,1,100,0,0,0,0
1435,2025/01/07,99000,-300,0,300,0,0,0,0
1435,2025/01/06,99300,-25400,0,25,0,0,0,0
1436,2025/01/15,12300,1400,1,500,0,0,0,0
1436,2025/01/14,10900,-200,300,500,0,0,0,0
1436,2025/01/10,11100,-500,0,500,0,0,0,0
1436,2025/01/09,11600,-200,0,200,0,0,0,0
1436,2025/01/08,11800,200,500,300,0,0,0,0
1436,2025/01/07,11600,800,800,0,0,0,0,0
1436,2025/01/06,10800,-1200,0,1,0,0,0,0
1438,2025/01/15,500,0,0,0,0,0,0,0
1438,2025/01/14,500,0,0,0,0,0,0,0
1438,2025/01/10,500,0,0,0,0,0,0,0
1438,2025/01/09,500,-100,0,100,0,0,0,0
1438,2025/01/08,600,100,100,0,0,0,0,0
1438,2025/01/07,500,0,0,0,0,0,0,0
1438,2025/01/06,500,0,0,0,0,0,0,0
1439,2025/01/15,100,0,0,0,0,0,0,0
1439,2025/01/14,100,0,0,0,0,0,0,0
1439,2025/01/10,100,0,0,0,0,0,0,0
1439,2025/01/09,100,0,0,0,0,0,0,0
1439,2025/01/08,100,0,0,0,0,0,0,0
1439,2025/01/07,100,0,0,0,0,0,0,0
1439,2025/01/06,100,0,0,0,0,0,0,0
1443,2025/01/15,12700,-4800,0,4,0,0,0,0
1443,2025/01/14,17500,700,700,0,0,0,0,0
1443,2025/01/10,16800,-400,0,400,0,0,0,0
1443,2025/01/09,17200,900,900,0,0,0,0,0
1443,2025/01/08,16300,5800,5,800,0,0,0,0
1443,2025/01/07,10500,0,0,0,0,0,0,0
1443,2025/01/06,10500,-1300,0,1,0,0,0,0
1444,2025/01/15,100,0,0,0,0,0,0,0
1444,2025/01/14,100,-200,100,300,0,0,0,0
1444,2025/01/10,300,0,0,0,0,0,0,0
1444,2025/01/09,300,0,0,0,0,0,0,0
1444,2025/01/08,300,0,0,0,0,0,0,0
1444,2025/01/07,300,0,0,0,0,0,0,0
1444,2025/01/06,300,0,0,0,0,0,0,0
1446,2025/01/15,8100,-600,0,600,1500,0,0,0
1446,2025/01/14,8700,200,200,0,1500,300,300,0
1446,2025/01/10,8500,-100,0,100,1200,0,0,0
1446,2025/01/09,8600,100,100,0,1200,0,0,0
1446,2025/01/08,8500,600,600,0,1200,0,0,0
1446,2025/01/07,7900,100,100,0,1200,0,0,0
1446,2025/01/06,7800,1600,1,600,1200,0,0,0
1447,2025/01/15,53300,4600,4,600,0,0,0,0
1447,2025/01/14,48700,-4400,0,4,0,0,0,0
1447,2025/01/10,53100,-7200,0,7,0,0,0,0
1447,2025/01/09,60300,-3800,100,3,0,0,0,0
1447,2025/01/08,64100,-9400,900,10,0,0,0,0
1447,2025/01/07,73500,-12900,2,100,0,0,0,0
1447,2025/01/06,86400,18700,18,700,0,0,0,0
1449,2025/01/15,100,0,0,0,0,0,0,0
1449,2025/01/14,100,0,0,0,0,0,0,0
1449,2025/01/10,100,0,0,0,0,0,0,0
1449,2025/01/09,100,0,0,0,0,0,0,0
1449,2025/01/08,100,0,0,0,0,0,0,0
1449,2025/01/07,100,0,0,0,0,0,0,0
1449,2025/01/06,100,0,0,0,0,0,0,0
1450,2025/01/15,4100,-200,0,200,0,0,0,0
1450,2025/01/14,4300,300,300,0,0,0,0,0
1450,2025/01/10,4000,100,100,0,0,0,0,0
1450,2025/01/09,3900,-300,200,500,0,0,0,0
1450,2025/01/08,4200,100,200,100,0,0,0,0
1450,2025/01/07,4100,0,0,0,0,0,0,0
1450,2025/01/06,4100,0,0,0,0,0,0,0
1456,2025/01/15,1235,1199,1,210,1401,200,200,0
1456,2025/01/14,36,-61,0,61,1201,1201,1,201
1456,2025/01/10,97,0,0,0,0,0,0,0
1456,2025/01/09,97,-351,0,351,0,0,0,0
1456,2025/01/08,448,-106,0,106,0,0,0,0
1456,2025/01/07,554,232,232,0,0,0,0,0
1456,2025/01/06,322,-150,0,150,0,0,0,0
1457,2025/01/15,10,0,0,0,0,0,0,0
1457,2025/01/14,10,0,0,0,0,0,0,0
1457,2025/01/10,10,0,0,0,0,0,0,0
1457,2025/01/09,10,0,0,0,0,0,0,0
1457,2025/01/08,10,0,0,0,0,0,0,0
1457,2025/01/07,10,0,0,0,0,0,0,0
1457,2025/01/06,10,0,0,0,0,0,0,0
1458,2025/01/15,80145,-1456,1,520,1464,-355,0,355
1458,2025/01/14,81601,29571,31,142,1819,-296,0,296
1458,2025/01/10,52030,16596,16,596,2115,-411,65,476
1458,2025/01/09,35434,26108,26,175,2526,-569,10,579
1458,2025/01/08,9326,5687,5,690,3095,-5773,76,5
1458,2025/01/07,3639,-34181,70,34,8868,6355,6,355
1458,2025/01/06,37820,30867,30,963,2513,-1877,13,1
1466,2025/01/15,1451,1362,1,363,1487,-3501,0,3
1466,2025/01/14,89,65,65,0,4988,265,398,133
1466,2025/01/10,24,0,0,0,4723,4723,4,723
1466,2025/01/09,24,0,0,0,0,0,0,0
1466,2025/01/08,24,0,0,0,0,0,0,0
1466,2025/01/07,24,0,0,0,0,0,0,0
1466,2025/01/06,24,0,0,0,0,0,0,0
1472,2025/01/15,77,-4322,62,4,77,77,77,0
1472,2025/01/14,4399,-11,43,54,0,0,0,0
1472,2025/01/10,4410,-16,0,16,0,0,0,0
1472,2025/01/09,4426,-73,70,143,0,0,0,0
1472,2025/01/08,4499,4482,4,482,0,0,0,0
1472,2025/01/07,17,2,2,0,0,0,0,0
1472,2025/01/06,15,0,0,0,0,0,0,0
1477,2025/01/15,4,-20,0,20,0,0,0,0
1477,2025/01/14,24,-122,10,132,0,0,0,0
1477,2025/01/10,146,0,0,0,0,0,0,0
1477,2025/01/09,146,10,10,0,0,0,0,0
1477,2025/01/08,136,0,0,0,0,0,0,0
1477,2025/01/07,136,0,0,0,0,0,0,0
1477,2025/01/06,136,0,0,0,0,0,0,0
1481,2025/01/15,1,-3,0,3,88,84,88,4
1481,2025/01/14,4,3,3,0,4,4,4,0
1481,2025/01/10,1,0,0,0,0,0,0,0
1481,2025/01/09,1,-2,0,2,0,0,0,0
1481,2025/01/08,3,0,0,0,0,0,0,0
1481,2025/01/07,3,0,0,0,0,0,0,0
1481,2025/01/06,3,0,0,0,0,0,0,0
1483,2025/01/15,1,0,0,0,0,0,0,0
1483,2025/01/14,1,0,0,0,0,0,0,0
1483,2025/01/10,1,0,0,0,0,0,0,0
1483,2025/01/09,1,0,0,0,0,0,0,0
1483,2025/01/08,1,0,0,0,0,0,0,0
1483,2025/01/07,1,0,0,0,0,0,0,0
1483,2025/01/06,1,0,0,0,0,0,0,0
1491,2025/01/15,230900,0,0,0,0,0,0,0
1491,2025/01/14,230900,0,0,0,0,0,0,0
1491,2025/01/10,230900,0,0,0,0,0,0,0
1491,2025/01/09,230900,40900,51,900,0,0,0,0
1491,2025/01/08,190000,0,0,0,0,0,0,0
1491,2025/01/07,190000,0,0,0,0,0,0,0
1491,2025/01/06,190000,0,0,0,0,0,0,0
1493,2025/01/15,2,0,0,0,9,1,1,0
1493,2025/01/14,2,0,0,0,8,1,1,0
1493,2025/01/10,2,0,0,0,7,0,0,0
1493,2025/01/09,2,0,0,0,7,1,1,0
1493,2025/01/08,2,2,2,0,6,0,0,0
1493,2025/01/07,0,0,0,0,6,-53,0,53
1493,2025/01/06,0,0,0,0,59,53,53,0
1494,2025/01/15,43,-32,0,32,43,-32,0,32
1494,2025/01/14,75,10,39,29,75,10,14,4
1494,2025/01/10,65,54,54,0,65,60,61,1
1494,2025/01/09,11,-1,0,1,5,5,5,0
1494,2025/01/08,12,2,2,0,0,0,0,0
1494,2025/01/07,10,-10,0,10,0,-5,0,5
1494,2025/01/06,20,10,10,0,5,0,0,0
1495,2025/01/14,0,-30,0,30,0,0,0,0
1495,2025/01/10,30,0,0,0,0,0,0,0
1495,2025/01/09,30,0,0,0,0,0,0,0
1495,2025/01/08,30,0,0,0,0,0,0,0
1495,2025/01/07,30,0,0,0,0,0,0,0
1495,2025/01/06,30,0,0,0,0,0,0,0
1497,2025/01/15,293,-1940,10,1,130,0,0,0
1497,2025/01/14,2233,1587,1,950,130,-516,0,516
1497,2025/01/10,646,19,19,0,646,19,19,0
1497,2025/01/09,627,-273,0,273,627,-273,0,273
1497,2025/01/08,900,300,300,0,900,300,300,0
1497,2025/01/07,600,0,0,0,600,0,0,0
1497,2025/01/06,600,0,270,270,600,0,0,0
1498,2025/01/07,0,-1,0,1,0,-64,0,64
1498,2025/01/06,1,1,1,0,64,64,64,0
1499,2025/01/09,0,0,0,0,0,-1,0,1
1499,2025/01/08,0,-1,0,1,1,1,1,0
1499,2025/01/07,1,0,0,0,0,0,0,0
1499,2025/01/06,1,0,0,0,0,0,0,0
1514,2025/01/15,253600,-17500,5,300,0,0,0,0
1514,2025/01/14,271100,12900,12,900,0,0,0,0
1514,2025/01/10,258200,-1800,200,2,0,0,0,0
1514,2025/01/09,260000,-3000,3,600,0,0,0,0
1514,2025/01/08,263000,11400,14,400,0,0,0,0
1514,2025/01/07,251600,-4900,800,5,0,0,0,0
1514,2025/01/06,256500,800,3,100,0,0,0,0
1541,2025/01/15,3645,-2481,680,3,1642,-1508,560,2
1541,2025/01/14,6126,-481,10,491,3150,1444,1,444
1541,2025/01/10,6607,-260,0,260,1706,1153,1,153
1541,2025/01/09,6867,50,60,10,553,243,243,0
1541,2025/01/08,6817,3032,3,082,310,-1851,0,1
1541,2025/01/07,3785,-3719,0,3,2161,1052,1,052
1541,2025/01/06,7504,0,0,0,1109,476,509,33
1542,2025/01/15,3234,-297,0,297,578,0,0,0
1542,2025/01/14,3531,-184,3,187,578,96,116,20
1542,2025/01/10,3715,0,108,108,482,351,351,0
1542,2025/01/09,3715,-55,42,97,131,0,0,0
1542,2025/01/08,3770,360,363,3,131,0,0,0
1542,2025/01/07,3410,-46,50,96,131,0,0,0
1542,2025/01/06,3456,70,170,100,131,0,0,0
1543,2025/01/15,332,14,15,1,0,0,0,0
1543,2025/01/14,318,-4,2,6,0,0,0,0
1543,2025/01/10,322,-23,1,24,0,0,0,0
1543,2025/01/09,345,-3,0,3,0,0,0,0
1543,2025/01/08,348,-11,0,11,0,0,0,0
1543,2025/01/07,359,1,1,0,0,0,0,0
1543,2025/01/06,358,12,20,8,0,0,0,0
1546,2025/01/15,755,-20,5,25,0,0,0,0
1546,2025/01/14,775,42,42,0,0,0,0,0
1546,2025/01/10,733,0,2,2,0,0,0,0
1546,2025/01/09,733,7,15,8,0,0,0,0
1546,2025/01/08,726,-3,0,3,0,0,0,0
1546,2025/01/07,729,44,76,32,0,0,0,0
1546,2025/01/06,685,8,8,0,0,0,0,0
1550,2025/01/15,790,-20,0,20,330,-160,0,160
1550,2025/01/14,810,0,0,0,490,320,320,0
1550,2025/01/10,810,20,20,0,170,-90,0,90
1550,2025/01/09,790,-10,0,10,260,260,260,0
1550,2025/01/08,800,800,800,0,0,0,0,0
1550,2025/01/07,0,-10,0,10,0,0,0,0
1550,2025/01/06,10,0,0,0,0,0,0,0
1551,2025/01/15,70,10,10,0,330,-10,0,10
1551,2025/01/14,60,0,20,20,340,10,10,0
1551,2025/01/10,60,0,0,0,330,0,0,0
1551,2025/01/09,60,0,0,0,330,0,0,0
1551,2025/01/08,60,0,0,0,330,0,0,0
1551,2025/01/07,60,0,0,0,330,0,0,0
1551,2025/01/06,60,10,10,0,330,10,10,0
1553,2025/01/15,0,0,0,0,40,0,0,0
1553,2025/01/14,0,0,0,0,40,0,0,0
1553,2025/01/10,0,0,0,0,40,0,0,0
1553,2025/01/09,0,0,0,0,40,0,0,0
1553,2025/01/08,0,0,0,0,40,0,0,0
1553,2025/01/07,0,0,0,0,40,0,0,0
1553,2025/01/06,0,0,0,0,40,0,0,0
1554,2025/01/15,510,0,0,0,370,0,0,0
1554,2025/01/14,510,0,0,0,370,0,0,0
1554,2025/01/10,510,-40,0,40,370,-100,0,100
1554,2025/01/09,550,20,20,0,470,-20,0,20
1554,2025/01/08,530,60,80,20,490,20,20,0
1554,2025/01/07,470,-20,20,40,470,0,0,0
1554,2025/01/06,490,10,20,10,470,-10,0,10
1555,2025/01/15,20,0,0,0,0,-20,0,20
1555,2025/01/14,20,0,0,0,20,0,0,0
1555,2025/01/10,20,0,0,0,20,20,20,0
1555,2025/01/09,20,-430,0,430,0,-450,0,450
1555,2025/01/08,450,430,430,0,450,450,450,0
1555,2025/01/07,20,0,0,0,0,0,0,0
1555,2025/01/06,20,0,0,0,0,0,0,0
1560,2025/01/15,2,-48,2,50,2,-1,0,1
1560,2025/01/14,50,0,0,0,3,3,3,0
1560,2025/01/10,50,0,0,0,0,0,0,0
1560,2025/01/09,50,0,0,0,0,0,0,0
1560,2025/01/08,50,31,50,19,0,0,0,0
1560,2025/01/07,19,0,0,0,0,0,0,0
1560,2025/01/06,19,0,0,0,0,0,0,0
1566,2025/01/15,4,0,0,0,4,0,0,0
1566,2025/01/14,4,0,3,3,4,0,0,0
1566,2025/01/10,4,-1,1,2,4,0,0,0
1566,2025/01/09,5,-40,2,42,4,-49,0,49
1566,2025/01/08,45,41,43,2,53,49,49,0
1566,2025/01/07,4,2,2,0,4,4,4,0
1566,2025/01/06,2,2,2,0,0,0,0,0
1568,2025/01/15,289330,-1554710,810,1,66230,-55000,0,55
1568,2025/01/14,1844040,1569250,1,569,121230,10810,14,500
1568,2025/01/10,274790,-1176980,19,950,110420,7700,7,700
1568,2025/01/09,1451770,817130,1,083,102720,-491920,98,840
1568,2025/01/08,634640,201620,300,690,594640,-1373220,0,1
1568,2025/01/07,433020,-165540,36,170,1967860,1255160,1,315
1568,2025/01/06,598560,111600,111,600,712700,17490,39,500
1569,2025/01/15,1270,0,0,0,7180,10,10,0
1569,2025/01/14,1270,-5830,1,120,7170,70,70,0
1569,2025/01/10,7100,0,380,380,7100,0,0,0
1569,2025/01/09,7100,0,100,100,7100,0,0,0
1569,2025/01/08,7100,0,250,250,7100,0,0,0
1569,2025/01/07,7100,0,260,260,7100,0,0,0
1569,2025/01/06,7100,0,230,230,7100,0,0,0
1572,2025/01/15,3270,20,20,0,0,0,0,0
1572,2025/01/14,3250,-60,0,60,0,0,0,0
1572,2025/01/10,3310,0,0,0,0,0,0,0
1572,2025/01/09,3310,150,200,50,0,0,0,0
1572,2025/01/08,3160,-20,0,20,0,0,0,0
1572,2025/01/07,3180,70,70,0,0,0,0,0
1572,2025/01/06,3110,10,10,0,0,0,0,0
1573,2025/01/15,1300,-10,0,10,20,0,0,0
1573,2025/01/14,1310,30,90,60,20,-10,0,10
1573,2025/01/10,1280,0,0,0,30,0,0,0
1573,2025/01/09,1280,0,0,0,30,0,0,0
1573,2025/01/08,1280,0,0,0,30,0,0,0
1573,2025/01/07,1280,0,0,0,30,10,10,0
1573,2025/01/06,1280,-40,0,40,20,0,0,0
1578,2025/01/15,6971,-270,480,750,7390,149,149,0
1578,2025/01/14,7241,-489,2,491,7241,-690,0,690
1578,2025/01/10,7730,702,702,0,7931,-115,18,133
1578,2025/01/09,7028,-100,0,100,8046,467,576,109
1578,2025/01/08,7128,-748,497,1,7579,175,176,1
1578,2025/01/07,7876,3798,3,798,7404,-444,3,447
1578,2025/01/06,4078,-2553,0,2,7848,427,525,98
1579,2025/01/15,3337620,-55510,14,070,10000,-270070,0,270
1579,2025/01/14,3393130,1419490,1,419,280070,223830,270,070
1579,2025/01/10,1973640,374910,393,200,56240,-1220,480,1
1579,2025/01/09,1598730,433160,433,160,57460,-99770,700,100
1579,2025/01/08,1165570,259440,260,440,157230,-58850,500,59
1579,2025/01/07,906130,-1131420,0,1,216080,168190,168,190
1579,2025/01/06,2037550,605390,904,100,47890,-211320,0,211
1580,2025/01/15,29030,-2520,130,2,4300,-10,0,10
1580,2025/01/14,31550,-5050,0,5,4310,100,100,0
1580,2025/01/10,36600,-20690,500,21,4210,-370,130,500
1580,2025/01/09,57290,-790,2,710,4580,-100,0,100
1580,2025/01/08,58080,3320,4,320,4680,610,610,0
1580,2025/01/07,54760,4700,6,200,4070,0,0,0
1580,2025/01/06,50060,18960,19,810,4070,1180,1,180
1585,2025/01/15,30,-70,0,70,40,0,0,0
1585,2025/01/14,100,0,0,0,40,-160,0,160
1585,2025/01/10,100,0,0,0,200,0,0,0
1585,2025/01/09,100,10,10,0,200,0,0,0
1585,2025/01/08,90,0,0,0,200,0,0,0
1585,2025/01/07,90,0,0,0,200,0,0,0
1585,2025/01/06,90,0,0,0,200,0,0,0
1586,2025/01/15,6,0,0,0,0,0,0,0
1586,2025/01/14,6,0,0,0,0,0,0,0
1586,2025/01/10,6,0,0,0,0,0,0,0
1586,2025/01/09,6,0,0,0,0,0,0,0
1586,2025/01/08,6,0,0,0,0,0,0,0
1586,2025/01/07,6,0,0,0,0,0,0,0
1586,2025/01/06,6,0,0,0,0,0,0,0
1596,2025/01/15,0,-10,0,10,0,0,0,0
1596,2025/01/14,10,10,10,0,0,-100,0,100
1596,2025/01/10,0,0,0,0,100,100,100,0
1617,2025/01/15,6,0,0,0,53,1,1,0
1617,2025/01/14,6,-3,0,3,52,2,2,0
1617,2025/01/10,9,-12,0,12,50,0,0,0
1617,2025/01/09,21,0,0,0,50,0,0,0
1617,2025/01/08,21,-8,0,8,50,0,0,0
1617,2025/01/07,29,11,11,0,50,14,14,0
1617,2025/01/06,18,0,0,0,36,0,0,0
1618,2025/01/15,25,-117,25,142,79,-3,0,3
1618,2025/01/14,142,140,142,2,82,-10,0,10
1618,2025/01/10,2,-136,0,136,92,4,4,0
1618,2025/01/09,138,132,137,5,88,0,0,0
1618,2025/01/08,6,-130,5,135,88,0,0,0
1618,2025/01/07,136,117,135,18,88,0,0,0
1618,2025/01/06,19,-96,18,114,88,0,0,0
1619,2025/01/15,2,-1,0,1,45,0,0,0
1619,2025/01/14,3,3,3,0,45,-1,0,1
1619,2025/01/10,0,0,0,0,46,4,4,0
1619,2025/01/09,0,0,0,0,42,-4,0,4
1619,2025/01/08,0,0,0,0,46,0,0,0
1619,2025/01/07,0,0,0,0,46,4,4,0
1619,2025/01/06,0,-26,0,26,42,41,41,0
1620,2025/01/15,1,-4,0,4,209,0,0,0
1620,2025/01/14,5,-26,0,26,209,8,8,0
1620,2025/01/10,31,-5,13,18,201,0,0,0
1620,2025/01/09,36,4,4,0,201,0,0,0
